race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E,N,A,C,O,E%,N%,A%,C%,O%
Caucasian (European),16,Yes,Male,Right,Another page,US,3,2,4,2,4,1,2,2,4,4,3,2,5,2,4,5,4,4,5,4,2,4,4,5,1,4,2,4,5,3,2,3,3,4,3,3,4,5,3,3,3,2,4,2,3,3,3,3,5,4,36,42,40,27,36,72.0,84.0,80.0,54.0,72.0
Caucasian (European),52,Yes,Female,Right,Google,US,3,4,3,3,4,4,4,3,3,1,2,4,3,3,2,1,3,2,2,2,1,3,1,5,1,5,1,5,5,5,3,4,5,3,3,3,3,4,4,5,5,1,3,1,5,3,5,5,3,2,32,22,48,33,41,64.0,44.0,96.0,66.0,82.0
Caucasian (European),26,Yes,Female,Right,Other or not provided,US,2,2,2,4,2,2,1,5,1,5,5,3,5,3,4,4,4,2,4,3,3,3,2,3,3,3,3,3,3,3,4,3,4,2,3,2,5,2,4,4,4,2,4,3,3,2,4,4,5,4,20,37,31,39,39,40.0,74.0,62.0,78.0,78.0
South East Asian,29,Yes,Male,Right,Another page,US,2,3,4,3,3,2,3,4,3,3,3,3,2,2,2,1,2,2,3,2,2,5,2,5,2,4,2,5,5,4,5,2,4,2,2,2,4,2,4,4,3,2,4,2,3,2,3,2,4,3,30,24,44,39,34,60.0,48.0,88.0,78.0,68.0
Caucasian (Indian),23,No,Female,Right,Other or not provided,IN,1,1,3,4,4,3,1,2,2,5,5,2,5,5,5,5,5,5,5,5,4,3,1,4,4,4,2,5,5,5,2,3,4,2,3,4,1,4,2,3,1,2,5,4,3,2,3,1,3,2,26,45,39,26,28,52.0,90.0,78.0,52.0,56.0
Mixed Race,16,Yes,Female,Right,Another page,US,1,3,1,5,1,1,1,5,1,5,5,1,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,3,5,5,1,3,5,3,1,5,1,1,1,3,1,1,5,1,1,1,1,1,5,1,16,46,44,24,30,32.0,92.0,88.0,48.0,60.0
South East Asian,13,Yes,Female,Right,Another page,AU,1,2,3,5,2,1,2,4,1,4,2,4,2,5,2,1,3,2,2,1,4,5,5,2,2,2,1,2,4,2,4,5,5,4,1,4,2,3,2,1,5,1,5,1,5,1,4,5,3,4,23,18,29,23,46,46.0,36.0,58.0,46.0,92.0
Caucasian (European),31,Yes,Female,Right,Another page,CA,1,4,3,2,3,3,3,3,5,3,5,2,5,1,4,3,3,2,4,5,2,4,1,4,2,4,2,4,4,3,5,3,5,2,4,1,5,4,4,5,3,2,5,2,4,1,4,3,5,5,30,40,40,42,42,60.0,80.0,80.0,84.0,84.0
Caucasian (Indian),24,No,Male,Right,Another page,IN,1,5,2,5,2,5,2,5,4,5,4,2,5,2,5,4,5,2,2,4,5,2,4,1,5,2,4,1,1,5,4,4,2,4,2,4,2,2,1,5,2,1,5,1,5,2,5,2,5,5,16,39,18,26,43,32.0,78.0,36.0,52.0,86.0
"Caucasian (North African, Other)",20,Yes,Male,Both,Another page,CA,1,4,5,5,1,5,1,5,1,5,1,5,1,5,3,1,1,1,1,1,5,1,1,1,5,3,5,3,1,1,4,1,5,1,4,3,5,1,2,5,5,3,3,4,5,5,5,5,5,5,15,12,18,43,39,30.0,24.0,36.0,86.0,78.0
Caucasian (Indian),29,No,Male,Right,Another page,IN,5,4,4,5,3,4,2,3,3,5,3,3,5,4,4,3,4,3,3,3,5,4,1,5,2,4,3,5,5,3,4,1,5,1,3,3,3,3,4,3,4,1,3,1,5,2,5,2,3,5,26,33,39,38,41,52.0,66.0,78.0,76.0,82.0
Caucasian (European),22,Yes,Female,Right,Google,AU,1,3,1,5,3,3,1,5,1,5,3,4,4,2,3,1,1,1,2,4,1,4,1,4,2,5,1,4,4,1,4,2,5,2,2,1,4,1,4,5,5,4,3,2,4,3,4,5,5,3,16,25,41,42,38,32.0,50.0,82.0,84.0,76.0
Caucasian (European),18,Yes,Female,Right,Other or not provided,US,3,1,5,1,5,1,5,4,3,4,3,4,4,4,3,1,2,1,2,1,1,4,1,5,1,4,1,5,3,4,4,2,5,2,3,2,4,1,5,3,3,2,4,2,4,1,4,2,4,4,40,21,45,41,38,80.0,42.0,90.0,82.0,76.0
Caucasian (European),25,Yes,Male,Right,Other or not provided,US,3,5,3,4,4,3,3,3,4,4,2,4,2,3,3,3,2,3,3,2,1,4,4,5,2,4,1,3,4,4,4,4,3,2,2,2,3,2,1,4,3,2,2,2,3,2,4,2,5,3,28,25,40,31,34,56.0,50.0,80.0,62.0,68.0
"West African, Bushmen, Ethiopian",32,No,Female,Right,Another page,US,3,3,3,3,5,1,1,5,5,5,5,5,5,4,5,3,1,1,4,5,5,5,1,5,1,5,5,1,5,5,3,1,4,1,1,3,5,1,3,5,3,1,5,5,5,2,3,5,5,5,30,32,38,39,41,60.0,64.0,76.0,78.0,82.0
South East Asian,17,No,Male,Right,Another page,IN,2,3,2,3,2,3,2,2,3,5,4,4,4,2,4,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,2,2,3,3,2,2,3,4,3,1,4,2,3,3,4,4,25,36,31,30,35,50.0,72.0,62.0,60.0,70.0
Caucasian (European),29,No,Male,Right,Another page,AU,3,4,5,1,5,2,5,2,5,1,2,4,3,3,3,2,3,3,2,3,3,5,3,3,3,3,1,3,3,5,4,2,5,1,3,1,5,3,2,5,4,1,4,1,5,1,5,5,4,5,43,26,36,41,47,86.0,52.0,72.0,82.0,94.0
Mixed Race,26,Yes,Female,Right,Other or not provided,US,3,2,5,2,5,2,5,2,4,3,4,4,5,3,3,4,4,3,4,4,1,5,2,4,1,4,1,3,4,4,4,4,4,3,2,2,5,2,3,4,3,2,3,2,3,3,4,2,5,4,41,36,43,35,35,82.0,72.0,86.0,70.0,70.0
Caucasian (European),14,Yes,Female,Left,Another page,AU,4,1,2,3,4,1,4,2,5,5,5,2,5,2,2,4,4,3,4,4,2,2,4,2,2,3,4,3,4,4,2,3,5,3,1,1,4,2,3,3,3,4,3,2,3,4,5,2,5,4,37,39,30,33,33,74.0,78.0,60.0,66.0,66.0
Caucasian (European),13,No,Male,Right,Another page,SE,2,2,3,3,4,2,2,3,4,2,1,5,1,5,2,4,4,4,5,1,5,2,5,1,4,1,5,1,1,4,2,4,3,5,2,5,1,4,1,3,5,3,5,4,5,1,5,4,1,5,33,24,15,18,40,66.0,48.0,30.0,36.0,80.0
Caucasian (European),34,Yes,Male,Right,Another page,AU,1,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,1,5,5,5,1,1,1,5,1,5,5,5,5,1,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,5,10,46,38,46,50,20.0,92.0,76.0,92.0,100.0
South East Asian,22,No,Female,Right,Another page,PH,3,3,3,3,2,3,2,3,2,2,3,2,5,2,2,4,2,4,2,3,3,3,2,3,2,3,3,3,2,2,4,3,4,1,2,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,28,33,30,34,28,56.0,66.0,60.0,68.0,56.0
Caucasian (European),16,Yes,Female,Right,Another page,CA,4,2,5,2,5,4,5,1,5,1,1,4,1,2,1,1,2,2,5,2,5,4,5,2,5,1,2,2,1,4,4,1,4,5,3,1,3,4,4,3,4,1,4,1,5,2,5,4,4,5,44,21,21,34,45,88.0,42.0,42.0,68.0,90.0
"Caucasian (North African, Other)",19,Yes,Female,Right,Other or not provided,US,4,1,5,3,5,3,5,3,1,3,5,5,5,2,4,5,5,3,5,2,1,5,1,5,1,5,1,5,5,4,3,5,4,5,1,5,1,4,1,3,4,3,5,3,4,1,3,3,5,4,37,39,49,18,39,74.0,78.0,98.0,36.0,78.0
Other,18,Yes,Female,Right,Another page,US,3,4,5,2,4,2,3,2,4,4,5,4,4,4,4,4,5,4,5,4,1,5,3,4,3,4,2,3,5,4,2,2,4,3,2,3,4,2,4,3,1,2,5,1,3,2,4,2,5,2,35,39,40,33,35,70.0,78.0,80.0,66.0,70.0
South East Asian,25,Yes,Female,Right,Another page,PH,4,4,5,1,5,1,5,1,4,1,1,4,1,1,1,1,1,1,1,1,1,5,1,5,1,4,1,5,5,5,5,1,5,1,5,5,5,1,5,5,4,1,1,1,5,1,5,1,5,5,45,15,49,46,41,90.0,30.0,98.0,92.0,82.0
Caucasian (Indian),23,No,Female,Right,Another page,IN,3,2,4,2,4,2,3,3,5,2,4,4,3,2,2,3,2,4,4,2,4,4,1,4,2,5,2,3,5,3,3,2,3,2,2,3,1,3,2,2,4,4,3,4,4,2,4,4,4,4,38,30,39,27,35,76.0,60.0,78.0,54.0,70.0
"Caucasian (North African, Other)",31,Yes,Male,Right,Another page,CA,4,2,4,5,4,2,4,4,4,4,1,4,2,5,2,2,2,1,2,1,2,3,3,3,3,3,3,3,4,2,4,1,4,1,1,1,5,2,4,4,4,1,4,2,5,4,5,4,3,5,33,16,31,41,41,66.0,32.0,62.0,82.0,82.0
Caucasian (European),31,No,Female,Right,Another page,CA,1,1,2,5,3,3,1,4,2,5,5,1,5,1,5,5,5,5,4,5,1,4,2,5,1,5,1,5,5,3,1,5,4,1,1,3,4,3,1,5,5,1,5,1,3,1,5,4,5,4,21,49,46,28,46,42.0,98.0,92.0,56.0,92.0
Caucasian (Indian),18,No,Female,Right,Another page,IN,1,5,3,5,1,5,1,5,1,5,5,5,4,3,5,5,4,4,5,4,1,5,1,5,1,5,2,5,4,3,1,5,3,5,4,5,1,2,2,4,4,4,3,2,4,3,4,4,4,3,12,40,46,22,35,24.0,80.0,92.0,44.0,70.0
Caucasian (Indian),23,Yes,Female,Right,Another page,IN,5,1,4,3,4,2,4,2,2,4,4,2,4,3,2,4,4,2,4,4,5,4,2,4,2,4,2,2,4,4,2,2,2,4,2,1,1,4,1,3,5,4,3,2,3,1,4,2,4,3,37,35,35,24,35,74.0,70.0,70.0,48.0,70.0
Caucasian (Indian),18,No,Female,Right,Another page,IN,5,2,5,3,5,1,3,2,5,2,2,5,2,2,1,1,4,4,3,2,4,3,4,2,3,5,2,4,3,4,3,1,5,4,5,5,4,1,1,5,5,1,5,2,5,3,5,3,3,4,43,24,32,36,42,86.0,48.0,64.0,72.0,84.0
Caucasian (European),32,Yes,Male,Right,Another page,US,1,2,3,2,3,3,1,2,3,4,2,4,4,2,3,4,2,2,4,3,1,4,3,4,2,4,2,4,2,2,2,4,4,3,1,3,3,2,4,4,4,2,2,1,4,2,4,3,4,3,28,30,36,30,37,56.0,60.0,72.0,60.0,74.0
Other,25,Yes,Male,Left,Google,ZA,1,5,5,3,5,3,3,5,1,5,1,5,1,3,1,2,1,2,1,2,1,1,1,2,2,2,1,3,3,5,5,1,5,1,5,1,3,3,5,4,1,1,4,1,5,1,5,3,3,5,24,15,35,45,41,48.0,30.0,70.0,90.0,82.0
Caucasian (Indian),19,No,Male,Right,Other or not provided,IN,3,4,5,2,4,2,4,2,5,3,2,4,5,4,1,2,2,1,2,2,5,5,3,5,1,5,1,4,5,4,4,3,5,2,3,4,4,2,1,3,5,1,5,1,5,1,5,5,5,5,38,21,42,33,50,76.0,42.0,84.0,66.0,100.0
Caucasian (European),16,Yes,Female,Both,Another page,AU,3,3,4,2,3,3,4,2,4,3,4,4,3,3,2,3,2,2,2,2,2,5,1,4,2,4,1,4,5,5,3,3,4,2,3,2,4,3,4,4,4,2,5,1,4,1,4,4,5,5,35,25,45,36,45,70.0,50.0,90.0,72.0,90.0
Mixed Race,51,Yes,Male,Right,Another page,US,1,3,1,5,3,3,1,5,1,5,5,2,5,1,4,3,2,3,4,5,1,4,1,5,1,5,1,5,5,3,3,3,5,5,3,1,5,2,3,4,5,5,4,5,2,4,4,5,5,2,16,40,47,36,31,32.0,80.0,94.0,72.0,62.0
Caucasian (European),64,Yes,Male,Right,Google,AU,4,1,5,2,4,2,5,3,4,3,3,3,4,3,2,3,1,1,4,3,2,5,2,4,2,5,1,4,4,4,5,1,4,1,4,1,5,1,5,5,3,2,3,2,5,1,4,3,4,5,41,27,43,48,40,82.0,54.0,86.0,96.0,80.0
Caucasian (European),24,Yes,Female,Right,Another page,US,4,1,5,2,5,1,5,1,5,5,3,3,5,2,3,3,5,4,4,2,1,5,3,5,1,5,1,5,5,5,4,4,5,4,3,4,3,1,4,5,3,1,5,1,4,1,5,3,5,5,44,36,48,35,45,88.0,72.0,96.0,70.0,90.0
"West African, Bushmen, Ethiopian",29,No,Male,Right,Other or not provided,KR,4,3,5,3,4,3,2,4,5,5,2,2,3,3,2,3,2,2,3,2,2,5,2,4,3,4,2,4,4,5,4,3,5,2,3,1,3,2,4,4,4,2,4,4,3,2,4,3,5,5,32,26,41,39,38,64.0,52.0,82.0,78.0,76.0
Caucasian (European),14,Yes,Male,Right,Another page,AU,2,5,2,5,2,5,2,5,1,4,4,2,5,4,2,3,3,2,3,4,2,5,1,5,1,4,1,4,4,5,1,2,2,3,2,4,3,5,1,3,5,2,3,2,2,2,3,5,5,3,15,32,46,22,38,30.0,64.0,92.0,44.0,76.0
Caucasian (European),47,Yes,Female,Right,Another page,GB,3,2,5,2,5,1,4,3,4,3,2,4,3,4,1,2,1,1,2,1,1,5,1,5,1,5,1,5,5,5,4,1,4,2,3,4,4,1,2,2,3,3,5,4,5,1,4,1,4,5,40,17,50,35,37,80.0,34.0,100.0,70.0,74.0
Other,24,No,Male,Right,Another page,IN,5,1,5,3,5,2,5,3,4,1,2,4,5,4,2,1,4,2,2,2,2,5,1,4,1,3,1,5,5,5,4,4,4,3,3,1,5,3,3,4,4,3,5,3,4,1,4,3,3,4,44,24,46,36,38,88.0,48.0,92.0,72.0,76.0
Caucasian (European),23,Yes,Female,Right,Other or not provided,CA,4,3,3,3,2,3,5,5,1,3,5,3,5,2,4,5,3,3,4,1,1,3,1,5,2,5,3,4,5,5,4,1,4,1,4,1,5,3,5,4,2,2,3,3,4,3,2,3,3,4,28,37,44,44,31,56.0,74.0,88.0,88.0,62.0
Other,35,Yes,Female,Both,Google,US,4,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,1,3,3,2,3,3,3,3,3,4,3,3,2,5,2,3,2,5,3,3,4,5,3,4,3,3,1,4,3,3,4,32,22,32,38,37,64.0,44.0,64.0,76.0,74.0
Caucasian (European),29,Yes,Female,Right,Another page,AU,4,1,2,1,5,2,5,2,5,1,5,2,5,4,5,5,4,2,2,1,1,5,1,5,1,5,1,4,5,5,3,5,1,4,5,5,3,3,2,2,4,5,4,2,4,2,2,4,5,4,44,35,49,23,36,88.0,70.0,98.0,46.0,72.0
Caucasian (European),22,Yes,Female,Right,Another page,US,1,2,2,3,4,3,3,3,2,2,3,3,4,3,3,2,3,3,2,3,3,2,4,2,4,1,4,2,1,4,3,2,3,4,2,2,5,3,2,3,5,1,2,1,4,4,4,4,4,2,29,29,21,31,37,58.0,58.0,42.0,62.0,74.0
Caucasian (European),27,No,Female,Left,Other or not provided,CH,1,5,1,5,1,1,1,5,1,5,5,2,5,1,5,5,5,5,5,5,2,4,1,4,2,3,3,3,4,2,3,4,5,5,1,4,5,4,3,4,5,1,5,1,4,1,5,5,5,5,14,49,36,28,49,28.0,98.0,72.0,56.0,98.0
South East Asian,19,Yes,Female,Right,Another page,AU,3,1,3,2,3,2,4,3,3,5,5,2,5,3,4,2,3,2,2,2,4,4,1,2,4,3,2,4,4,3,3,5,5,3,2,2,5,3,3,3,3,1,4,1,3,2,4,3,5,3,33,32,33,32,39,66.0,64.0,66.0,64.0,78.0
Caucasian (European),25,No,Female,Right,Another page,NL,1,3,2,4,2,4,2,5,2,4,4,3,5,4,2,3,3,2,4,2,2,4,1,4,3,4,3,4,3,4,5,1,5,2,3,2,5,1,4,4,4,3,4,4,4,2,4,2,5,4,19,30,38,44,36,38.0,60.0,76.0,88.0,72.0
Other,36,No,Male,Right,Other or not provided,KR,1,3,4,1,4,3,3,2,2,1,2,4,3,2,2,2,1,2,1,3,4,4,1,3,2,2,2,3,4,2,4,3,5,2,2,1,3,3,5,4,3,2,4,3,4,1,4,3,3,4,34,22,33,38,37,68.0,44.0,66.0,76.0,74.0
South East Asian,23,No,Female,Right,Other or not provided,AU,3,4,4,3,4,2,5,3,4,3,4,3,4,3,2,2,4,4,4,2,1,5,2,5,1,4,1,5,5,4,2,5,5,3,2,2,4,1,4,5,4,1,4,1,3,2,4,4,5,4,35,32,47,35,42,70.0,64.0,94.0,70.0,84.0
South East Asian,23,No,Male,Right,Another page,ID,3,2,5,1,5,1,5,3,2,5,2,4,4,3,4,2,2,1,2,2,1,5,1,5,1,3,1,5,1,5,1,3,4,1,3,4,4,2,2,5,4,2,3,2,3,2,4,2,2,3,38,24,44,33,33,76.0,48.0,88.0,66.0,66.0
Mixed Race,23,Yes,Female,Right,Google,US,4,3,5,4,5,2,5,5,1,3,5,3,5,1,4,5,5,5,4,5,1,4,1,5,1,5,1,5,5,5,4,5,5,4,4,1,5,1,4,5,3,3,5,3,3,1,4,3,5,3,33,46,49,40,37,66.0,92.0,98.0,80.0,74.0
Caucasian (Indian),33,No,Male,Right,Another page,IN,2,4,5,5,5,3,1,1,3,3,1,1,5,1,1,1,4,5,1,3,5,3,1,5,1,5,3,3,5,5,3,1,5,1,5,1,3,1,5,4,3,1,5,5,5,1,5,1,3,5,30,31,40,45,38,60.0,62.0,80.0,90.0,76.0
Caucasian (European),20,No,Male,Right,Facebook,RS,4,2,3,5,4,2,3,5,2,2,1,5,4,3,2,1,1,1,1,3,4,4,1,3,2,1,3,3,2,4,3,4,4,3,2,2,1,3,3,3,3,3,3,3,3,3,3,1,3,3,30,18,31,28,28,60.0,36.0,62.0,56.0,56.0
Caucasian (European),42,Yes,Female,Left,Other or not provided,AU,3,1,4,4,5,2,2,3,3,3,2,4,2,3,3,3,3,4,3,4,2,5,2,5,2,4,4,3,4,5,4,2,3,3,3,2,4,2,4,5,5,1,5,1,5,1,4,4,5,5,34,29,40,38,48,68.0,58.0,80.0,76.0,96.0
South East Asian,38,No,Female,Right,Another page,PH,4,1,5,1,4,2,5,3,5,4,3,5,5,3,4,3,1,1,1,3,1,1,1,5,2,5,1,5,5,5,5,1,5,1,4,2,5,1,4,5,4,1,5,1,5,1,5,3,4,5,42,25,45,47,46,84.0,50.0,90.0,94.0,92.0
Caucasian (European),29,No,Female,Right,Google,GR,1,4,4,4,4,2,3,5,1,4,5,1,4,2,3,4,5,5,3,5,1,5,1,5,1,5,1,5,5,4,4,2,4,3,2,5,3,4,1,3,4,2,4,2,3,1,5,3,4,5,24,43,49,27,41,48.0,86.0,98.0,54.0,82.0
South East Asian,14,No,Male,Right,Another page,AU,3,1,4,2,5,1,5,1,5,2,4,3,4,2,5,4,3,3,2,4,1,5,3,5,1,5,1,5,4,3,3,4,3,4,3,5,2,5,2,2,5,2,4,2,3,3,2,3,4,3,45,36,45,21,35,90.0,72.0,90.0,42.0,70.0
South East Asian,18,No,Female,Right,Another page,PH,1,2,4,1,4,1,3,2,4,3,3,5,4,4,4,4,4,4,4,4,1,4,1,5,1,5,2,3,5,4,4,4,4,4,4,5,4,2,2,4,5,3,4,1,4,1,4,4,5,5,37,34,45,31,44,74.0,68.0,90.0,62.0,88.0
Caucasian (European),22,Yes,Male,Right,Other or not provided,US,4,4,3,3,4,1,4,4,4,2,4,4,4,1,3,4,5,5,4,4,2,4,1,5,4,4,3,3,4,5,3,1,5,2,4,5,5,2,4,5,5,1,5,1,5,1,4,4,5,5,35,40,39,40,48,70.0,80.0,78.0,80.0,96.0
Caucasian (European),33,No,Male,Right,Another page,AR,2,2,5,1,5,2,3,5,2,5,1,5,2,1,2,1,3,1,1,2,4,3,3,4,3,3,3,5,3,5,5,1,5,1,4,3,5,1,2,5,5,1,5,1,4,1,5,4,5,5,32,19,34,44,48,64.0,38.0,68.0,88.0,96.0
Caucasian (European),16,Yes,Male,Right,Another page,GB,3,3,3,3,3,4,4,2,4,3,3,4,2,1,4,2,2,3,2,1,2,3,2,3,2,3,2,3,4,3,4,2,2,2,3,3,2,2,3,3,3,3,4,2,4,1,4,4,3,4,32,26,35,32,38,64.0,52.0,70.0,64.0,76.0
Caucasian (European),25,Yes,Female,Right,Another page,NL,5,1,5,1,5,1,5,2,4,1,2,4,4,3,5,3,2,3,2,2,1,5,3,5,1,5,1,5,5,5,4,4,5,3,2,3,5,3,4,4,5,1,5,3,4,1,5,5,4,4,48,28,48,35,45,96.0,56.0,96.0,70.0,90.0
Mixed Race,24,Yes,Female,Right,Another page,US,3,1,5,4,5,1,4,2,4,2,5,3,5,4,5,1,1,1,3,2,2,4,1,5,3,4,1,2,5,5,3,1,5,2,4,1,5,2,4,5,5,1,5,1,4,1,4,5,5,5,41,28,42,44,48,82.0,56.0,84.0,88.0,96.0
Caucasian (Indian),29,No,Male,Right,Another page,IN,5,2,5,3,5,2,4,3,4,2,2,4,4,4,2,2,4,4,2,2,5,4,1,5,2,4,2,4,4,5,4,4,5,2,4,2,4,2,3,4,3,2,4,2,4,2,4,2,3,4,41,26,40,38,36,82.0,52.0,80.0,76.0,72.0
Caucasian (European),28,No,Female,Right,Another page,RO,3,2,4,5,4,1,4,4,4,4,3,2,4,3,4,5,4,2,3,4,4,5,2,4,3,4,3,4,4,3,3,4,4,5,4,4,3,4,5,5,4,5,4,4,4,1,5,4,5,5,33,36,36,31,39,66.0,72.0,72.0,62.0,78.0
Caucasian (European),20,No,Female,Right,Another page,RS,4,1,4,2,4,1,3,1,4,2,5,2,4,1,5,5,5,5,5,5,2,4,4,4,2,4,2,4,4,3,2,1,4,2,4,1,4,2,3,4,5,2,5,2,5,1,5,3,5,4,42,48,37,39,45,84.0,96.0,74.0,78.0,90.0
Caucasian (Middle East),20,No,Male,Right,Another page,IL,1,4,3,3,3,4,1,2,3,3,1,5,3,2,2,3,2,2,2,2,5,2,3,1,5,2,3,1,5,2,3,3,5,4,1,1,2,4,3,3,5,1,5,1,3,1,2,2,4,3,25,22,21,29,39,50.0,44.0,42.0,58.0,78.0
"West African, Bushmen, Ethiopian",25,No,Male,Right,Another page,ZA,4,2,4,2,4,1,5,2,4,2,3,4,4,2,3,2,1,1,1,1,4,4,3,4,4,1,3,4,4,4,2,5,3,5,1,5,1,5,1,1,5,1,5,1,5,1,3,5,5,5,42,22,31,13,48,84.0,44.0,62.0,26.0,96.0
Other,20,No,Female,Right,Another page,PH,2,2,2,4,3,2,2,1,2,3,4,3,5,1,4,3,5,4,5,4,1,5,4,5,2,5,2,5,5,4,3,2,5,3,2,2,4,3,2,4,3,3,4,3,3,2,4,2,5,3,29,42,44,34,34,58.0,84.0,88.0,68.0,68.0
Caucasian (European),26,No,Male,Right,Another page,RO,4,5,4,4,3,2,2,5,3,4,2,3,2,4,2,1,4,4,1,1,2,4,1,4,4,3,2,3,4,4,5,3,4,2,4,2,4,1,4,3,3,2,4,2,4,2,4,2,4,4,26,22,37,40,37,52.0,44.0,74.0,80.0,74.0
Caucasian (European),36,Yes,Male,Right,Another page,GB,2,3,4,3,4,2,4,4,4,4,5,2,4,2,2,4,4,4,4,4,1,4,1,4,2,4,1,3,4,4,2,3,5,2,4,2,4,2,4,3,5,1,5,1,4,1,5,5,4,5,32,39,42,37,48,64.0,78.0,84.0,74.0,96.0
Mixed Race,21,No,Female,Right,Another page,IT,4,1,4,2,4,2,2,4,5,4,2,4,2,1,2,3,3,1,4,1,2,1,4,4,1,1,1,4,4,4,4,5,1,2,4,2,4,3,2,5,4,2,1,4,4,5,5,2,5,4,36,25,34,32,32,72.0,50.0,68.0,64.0,64.0
Other,20,No,Female,Right,Another page,BE,3,3,3,5,2,4,1,4,1,4,2,4,5,3,1,2,3,3,3,3,4,3,1,5,2,4,2,4,5,4,5,1,3,5,4,5,2,3,3,3,2,3,5,2,3,1,3,3,3,5,20,27,40,30,36,40.0,54.0,80.0,60.0,72.0
Mixed Race,24,Yes,Male,Left,Another page,IT,4,2,4,2,5,2,4,2,4,2,1,4,3,3,2,2,3,3,3,3,2,4,3,5,2,4,4,3,4,2,3,4,4,3,3,4,5,4,4,2,3,3,4,3,1,2,3,4,3,4,41,25,35,30,32,82.0,50.0,70.0,60.0,64.0
Caucasian (European),13,Yes,Male,Left,Other or not provided,GB,1,1,3,1,5,1,5,3,1,3,5,5,3,1,5,1,4,3,5,1,5,1,3,1,3,1,4,3,1,1,5,5,4,5,1,5,3,3,1,1,1,1,1,5,3,3,3,1,1,3,36,33,17,21,22,72.0,66.0,34.0,42.0,44.0
Other,14,Yes,Male,Right,Other or not provided,GB,5,1,5,1,5,3,5,5,5,5,5,5,5,1,5,3,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,3,5,3,3,3,3,3,3,3,5,5,1,5,1,3,5,5,5,40,44,42,28,42,80.0,88.0,84.0,56.0,84.0
Caucasian (Indian),33,No,Male,Right,Another page,GB,5,2,5,4,4,2,2,1,4,4,3,4,3,3,3,3,4,3,5,4,2,5,3,4,3,3,2,4,4,4,4,2,5,2,3,2,1,3,4,3,3,3,4,3,3,1,4,4,3,4,37,33,38,35,36,74.0,66.0,76.0,70.0,72.0
Caucasian (European),15,Yes,Male,Right,Other or not provided,GB,5,1,4,1,5,1,5,5,5,4,5,3,5,5,5,4,5,4,4,3,1,5,5,5,1,4,1,5,5,5,2,1,3,3,1,3,5,3,2,2,1,4,4,3,3,1,3,1,5,4,42,39,45,29,31,84.0,78.0,90.0,58.0,62.0
Caucasian (European),43,Yes,Female,Right,Google,US,2,1,3,2,5,1,2,1,5,5,5,3,5,3,3,3,4,3,4,2,1,4,1,5,1,5,1,4,5,5,3,5,4,2,1,5,3,2,3,3,5,1,5,1,3,1,5,3,5,3,37,35,48,27,44,74.0,70.0,96.0,54.0,88.0
Caucasian (Indian),21,No,Female,Right,Another page,IN,2,3,3,5,4,3,2,5,3,5,5,1,5,1,4,5,3,5,5,4,5,5,1,5,1,5,1,3,5,5,3,5,5,3,3,5,1,1,1,5,3,1,5,1,5,1,5,3,3,5,23,46,44,28,44,46.0,92.0,88.0,56.0,88.0
Caucasian (European),48,No,Male,Right,Another page,DK,1,5,2,5,2,5,1,5,1,5,3,3,3,1,3,3,2,2,4,3,3,3,4,3,3,3,3,2,3,2,2,3,3,3,3,2,3,3,2,3,4,2,5,1,3,5,4,4,3,4,12,31,27,29,37,24.0,62.0,54.0,58.0,74.0
Caucasian (European),43,Yes,Female,Right,Other or not provided,US,1,3,4,4,3,2,4,4,1,4,1,4,1,3,2,2,1,1,1,3,1,5,2,4,1,5,1,5,5,3,1,2,4,2,2,4,3,2,3,1,3,4,3,3,3,1,5,1,5,4,26,17,46,28,34,52.0,34.0,92.0,56.0,68.0
Caucasian (Indian),31,No,Male,Right,Another page,IN,1,4,2,4,4,2,2,2,2,4,5,2,4,2,4,4,2,2,2,3,5,4,2,4,2,4,2,3,4,4,2,2,4,4,3,2,5,2,2,4,1,3,5,2,3,2,3,2,5,4,25,34,36,34,34,50.0,68.0,72.0,68.0,68.0
Caucasian (Indian),39,No,Male,Right,Another page,IN,1,2,3,3,3,3,1,1,4,3,5,3,2,3,5,5,5,5,4,3,4,5,5,4,1,5,2,3,2,3,2,1,3,5,3,3,4,4,1,3,3,3,3,3,3,5,1,3,3,2,30,40,34,27,25,60.0,80.0,68.0,54.0,50.0
Other,28,No,Female,Right,Another page,GB,3,1,3,5,5,2,5,2,2,5,5,2,5,3,5,5,5,5,5,2,3,5,2,5,1,5,2,3,5,5,2,3,5,5,3,5,2,3,4,5,3,4,3,2,2,3,4,2,5,2,33,44,44,29,30,66.0,88.0,88.0,58.0,60.0
